Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,KS,1379,1326,1537,1020,1041,1135,948,1434,1678,1527,1468
,Statewide Total,Cooperative,KS,88,195,87,92,93,42,117,53,39,40,39
,Statewide Total,Privately Owned,KS,0,0,0,2,1,0,0,2,0,0,0
,Statewide Total,Investor Owned,KS,1103,960,1290,813,874,916,721,1254,1527,1395,1295
,Statewide Total,Municipal Owned,KS,188,171,160,113,73,177,110,125,112,92,134
39044,CITY OF CONCORDIA,Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
32363,MID-CONTINENT MARKET CENTER,Investor Owned,KS,0,2,4,0,0,0,0,0,0,0,0
31911,"AMERICAN ENERGIES GAS SERVICE,  LLC",Privately Owned,KS,0,0,0,2,1,0,0,0,0,0,0
31539,"HANSON ENGINEERING, L.C.",Investor Owned,KS,1,0,0,0,0,0,0,0,2,0,0
31263,CMF OF KANSAS LLC,Privately Owned,KS,0,0,0,0,0,0,0,2,0,0,0
30557,HAVENSVILLE GAS,Municipal Owned,KS,0,0,0,0,0,2,0,0,0,0,1
30556,MORLAND CITY OF,Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
30058,"BELLEVILLE, CITY OF, MUNICIPAL GAS DEPT",Municipal Owned,KS,0,3,1,2,1,3,1,4,0,0,3
30007,WINONA GAS,Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
22725,"WINFIELD GAS DEPT, CITY OF",Municipal Owned,KS,15,12,3,5,5,8,3,2,6,6,5
22532,"WETMORE GAS DEPT, CITY OF",Municipal Owned,KS,0,0,0,0,0,2,1,1,0,0,2
22120,"WALTON, CITY OF",Municipal Owned,KS,0,2,0,0,0,0,0,1,1,1,0
20180,"UNIONTOWN GAS DEPT, CITY OF",Municipal Owned,KS,4,0,0,2,2,15,0,1,3,0,0
18800,"SYLVIA MUNICIPAL GAS DEPT, CITY OF",Municipal Owned,KS,0,0,4,0,0,4,2,2,0,0,1
18572,"SPEARVILLE GAS SYSTEM, CITY OF",Municipal Owned,KS,0,2,0,2,1,1,0,0,0,0,0
18228,"SHARON GAS DEPT, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,0,0,0,0
18132,"SAWYER GAS DEPT, CITY OF",Municipal Owned,KS,0,0,0,1,0,1,0,0,0,0,1
17730,"ROZEL MUNICIPAL GAS SYSTEM, CITY OF",Municipal Owned,KS,0,0,0,1,2,1,0,0,0,0,0
17110,"READING, CITY OF",Municipal Owned,KS,0,4,4,0,0,1,2,0,0,5,1
15147,PARTRIDGE GAS DISTRIBUTION SYSTEM,Municipal Owned,KS,8,3,1,1,1,3,0,0,1,2,0
15070,"PALMER MUNICIPAL SYSTEM, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,0,1,0,0,0
14370,OSAGE CITY MUNICIPAL GAS SYSTEM,Municipal Owned,KS,4,8,9,3,0,4,3,2,2,0,2
13210,"NEODESHA GAS DEPT, CITY OF",Municipal Owned,KS,10,3,5,1,1,7,0,2,0,0,2
12897,"MULBERRY, CITY OF",Municipal Owned,KS,2,1,4,1,0,2,3,1,1,2,1
12846,"MOUNDRIDGE GAS DEPT, CITY OF",Municipal Owned,KS,11,4,4,1,4,4,5,9,4,9,5
12479,MIDWEST ENERGY INC,Cooperative,KS,88,195,87,92,93,42,117,53,39,40,39
12306,"MC LOUTH MUNICIPAL SYSTEM, CITY OF",Municipal Owned,KS,3,2,1,0,0,0,1,0,0,0,0
12276,MCFARLAND MUNICIPAL SYSTEMS INC,Municipal Owned,KS,0,0,0,0,0,16,1,2,0,1,2
11944,"LYONS GAS DEPT, CITY OF",Municipal Owned,KS,9,6,6,10,11,3,3,3,4,2,2
11784,"LOUISBURG NATURAL GAS UTILITIES, CITY OF",Municipal Owned,KS,2,1,6,2,1,1,0,3,6,0,8
11560,"LITTLE RIVER MUNICIPAL SYSTEM, CITY OF",Municipal Owned,KS,14,21,14,7,1,3,2,3,1,1,3
11344,LEBO MUNICIPAL GAS SYSTEM,Municipal Owned,KS,23,4,6,0,2,1,1,1,5,0,3
11040,"LACYGNE GAS DEPT, CITY OF",Municipal Owned,KS,9,9,6,1,0,2,4,1,2,0,10
10123,"KECHI, CITY OF",Municipal Owned,KS,0,0,0,0,0,0,1,0,6,0,2
