,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,MA,Tenure,OWNER,1621053.0,132161.65,1875.54,1014.39,832.07,2.82
2,MA,Tenure,RENTER,980849.0,56528.08,1021.16,564.22,140.15,3.05
3,MA,Year Built,1940-59,447308.695,94715.1,1492.97,772.41,777.15,3.2099999999999995
4,MA,Year Built,1960-79,573900.175,93566.99,1557.87,670.89,552.96,2.97
5,MA,Year Built,1980-99,483258.119,117963.28,1806.92,761.17,613.42,2.7
6,MA,Year Built,2000-09,176592.785,136862.98,1800.29,941.28,534.79,2.39
7,MA,Year Built,2010+,64094.007,145888.76,1467.78,948.49,149.87,1.76
8,MA,Year Built,BEFORE 1940,856748.22,96989.08,1394.66,1018.28,491.2,2.9899999999999998
9,MA,Building Type,1 ATTACHED,142828.014,100680.7,1490.02,934.97,207.07,2.6100000000000003
10,MA,Building Type,1 DETACHED,1367327.218,133246.19,1982.35,1019.64,955.88,2.97
11,MA,Building Type,MOBILE_TRAILER,16302.688,38381.32,1134.96,773.02,565.13,6.4399999999999995
12,MA,Building Type,10-19 UNIT,110830.82,58987.56,823.04,222.57,7.47,1.79
13,MA,Building Type,2 UNIT,259877.822,79467.43,1265.5,1054.47,383.97,3.4000000000000004
14,MA,Building Type,3-4 UNIT,281424.497,66687.39,1148.84,919.98,124.28,3.29
15,MA,Building Type,5-9 UNIT,149814.948,58646.42,933.74,414.89,23.23,2.34
16,MA,Building Type,BOAT_RV_VAN,761.996,14432.31,270.67,110.46,176.59,3.8600000000000003
17,MA,Building Type,50+ UNIT,163278.163,67891.31,795.77,126.58,2.62,1.3599999999999999
18,MA,Building Type,20-49 UNIT,109455.835,60759.24,791.91,154.9,8.09,1.5699999999999998
19,MA,Heating Fuel,BOTTLED GAS,85505.0,109785.81,1686.75,2217.17,202.1,3.74
20,MA,Heating Fuel,ELECTRICITY,407815.0,67631.35,1481.66,130.81,48.93,2.46
21,MA,Heating Fuel,OTHER,20809.0,92904.97,1436.29,276.45,966.12,2.88
22,MA,Heating Fuel,SOLAR,2389.0,89932.53,1101.48,309.92,265.45,1.8599999999999999
23,MA,Heating Fuel,UTILITY GAS,1341781.0,108902.93,1448.12,1348.63,52.79,2.62
24,MA,Heating Fuel,WOOD,36789.0,98821.46,1964.46,353.86,1224.8,3.5900000000000003
25,MA,Heating Fuel,COAL,2817.0,73143.92,1386.34,95.64,1280.5,3.7800000000000002
26,MA,Heating Fuel,NONE,13511.0,36391.03,463.93,87.22,35.22,1.6099999999999999
27,MA,Heating Fuel,FUEL OIL,690486.0,116024.02,1789.26,180.08,1894.83,3.3300000000000005
28,MA,Percent of FPL,0-100%,252431.4,8453.65,1054.71,575.48,210.61,21.78
29,MA,Percent of FPL,100-150%,176408.759,18938.98,1053.74,623.5,290.73,10.39
30,MA,Percent of FPL,150-200%,167923.396,28526.08,1249.39,710.16,446.61,8.43
31,MA,Percent of FPL,200-400%,599906.253,54090.05,1492.53,814.22,560.52,5.3
32,MA,Percent of FPL,400%+,1405232.193,161519.51,1768.14,949.9,690.7,2.11
