,State,County,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,OR,Baker,All Sectors,Ammonia,CAP,722.9950300628725,TON
1,OR,Baker,All Sectors,Carbon Monoxide,CAP,16558.97028636356,TON
2,OR,Baker,All Sectors,Nitrogen Oxides,CAP,6461.3075804601,TON
3,OR,Baker,All Sectors,PM10 Primary (Filt + Cond),CAP,33268.84506613974,TON
4,OR,Baker,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2133.969190105258,TON
5,OR,Baker,All Sectors,Sulfur Dioxide,CAP,4883.03738051472,TON
6,OR,Baker,All Sectors,Volatile Organic Compounds,CAP,119282.30805637197,TON
7,OR,Benton,All Sectors,Ammonia,CAP,722.9950300628725,TON
8,OR,Benton,All Sectors,Carbon Monoxide,CAP,16558.97028636356,TON
9,OR,Benton,All Sectors,Nitrogen Oxides,CAP,6461.3075804601,TON
10,OR,Benton,All Sectors,PM10 Primary (Filt + Cond),CAP,33268.84506613974,TON
11,OR,Benton,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2133.969190105258,TON
12,OR,Benton,All Sectors,Sulfur Dioxide,CAP,4883.03738051472,TON
13,OR,Benton,All Sectors,Volatile Organic Compounds,CAP,119282.30805637197,TON
14,OR,Benton,All Sectors,Carbon Dioxide,GHG,2697020.9173958236,TON
15,OR,Benton,All Sectors,Methane,GHG,1686.5266703925513,TON
16,OR,Benton,All Sectors,Nitrous Oxide,GHG,0.55194320369,TON
17,OR,Clackamas,All Sectors,Ammonia,CAP,722.9950300628725,TON
18,OR,Clackamas,All Sectors,Carbon Monoxide,CAP,16558.97028636356,TON
19,OR,Clackamas,All Sectors,Nitrogen Oxides,CAP,6461.3075804601,TON
20,OR,Clackamas,All Sectors,PM10 Primary (Filt + Cond),CAP,33268.84506613974,TON
21,OR,Clackamas,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2133.969190105258,TON
22,OR,Clackamas,All Sectors,Sulfur Dioxide,CAP,4883.03738051472,TON
23,OR,Clackamas,All Sectors,Volatile Organic Compounds,CAP,119282.30805637197,TON
24,OR,Clackamas,All Sectors,Carbon Dioxide,GHG,2697020.9173958236,TON
25,OR,Clackamas,All Sectors,Methane,GHG,1686.5266703925513,TON
26,OR,Clackamas,All Sectors,Nitrous Oxide,GHG,0.55194320369,TON
