Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,AR,37,41,46,45,74,74,57,36,69,81,71
,Statewide Total,Cooperative,AR,0,0,0,0,3,3,0,0,0,2,0
,Statewide Total,Privately Owned,AR,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Investor Owned,AR,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Municipal Owned,AR,37,41,46,45,71,71,57,36,69,79,71
13610,NORTH CROSSETT GAS & WATER,Municipal Owned,AR,0,15,13,22,19,27,19,15,10,25,24
11652,LOGAN TOWNSHIP GAS USERS ASSOC INC,Cooperative,AR,0,0,0,0,3,3,0,0,0,2,0
7190,HAZEN NATURAL GAS CO,Municipal Owned,AR,11,11,11,2,15,18,9,7,6,14,10
7095,HARRISBURG WATER & GAS DIV,Municipal Owned,AR,17,15,17,17,26,15,25,7,21,19,23
3339,DEVALLS BLUFF GAS SYSTEM,Municipal Owned,AR,0,0,0,0,9,5,4,5,11,10,6
3330,DES ARC MUNICIPAL GAS CO,Municipal Owned,AR,3,0,5,4,2,6,0,2,21,11,8
873,"AUGUSTA LIGHT WATER & GAS, CITY OF",Municipal Owned,AR,6,0,0,0,0,0,0,0,0,0,0
