Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,PA,20013,20468,18787,19482,21105,20137,17476,13739,13753,12593,11607
,Statewide Total,Cooperative,PA,121,80,76,90,85,88,83,54,51,70,96
,Statewide Total,Privately Owned,PA,72,87,69,94,57,72,61,49,45,32,37
,Statewide Total,Investor Owned,PA,14254,13736,13160,12853,13805,13620,11338,7634,7908,7074,6546
,Statewide Total,Municipal Owned,PA,5566,6565,5482,6445,7158,6357,5994,6002,5749,5417,4928
39218,LEATHERSTOCKING GAS COMPANY,Privately Owned,PA,0,0,0,0,0,0,0,0,0,0,0
39217,"LEATHERSTOCKING PIPELINE, LLC",Privately Owned,PA,0,0,0,0,0,0,0,0,0,0,0
32660,PENN VALLEY GAS INC,Privately Owned,PA,0,0,0,1,0,0,0,0,0,0,2
32347,SHARPGAS INC DBA SHARP ENERGY,Investor Owned,PA,0,0,0,0,0,0,0,1,1,0,1
32324,"KEYSTONE COOPERATIVE ASSOCIATION, INC.",Cooperative,PA,0,2,0,2,2,1,5,3,3,0,6
32136,"GRANGER ENERGY  OF HONEY BROOK, LLC",Privately Owned,PA,0,0,0,0,0,0,0,0,0,0,0
32122,"SAR GAS, INC.",Privately Owned,PA,2,1,0,1,0,0,0,0,0,0,0
32086,"KNOX ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",Cooperative,PA,121,78,76,88,83,87,78,51,48,70,90
30069,SIGEL GAS,Investor Owned,PA,0,0,3,0,10,6,9,7,6,4,1
22091,WALLY GAS CO INC,Privately Owned,PA,1,1,1,1,2,2,2,2,2,1,2
21030,"VALLEY ENERGY, INC.",Investor Owned,PA,35,25,26,58,48,29,29,28,26,16,19
20010,"UGI UTILITIES, INC",Investor Owned,PA,2263,2672,2370,2571,2816,2732,2359,2,1,2,0
17405,HERMAN RIEMER GAS CO,Privately Owned,PA,21,12,12,24,13,24,25,14,4,13,13
15540,PIKE COUNTY LIGHT & POWER CO,Investor Owned,PA,2,4,5,3,5,6,5,2,7,4,4
15476,PEOPLES GAS COMPANY LLC,Investor Owned,PA,1457,1200,1257,790,800,899,758,594,901,744,814
15469,PHILADELPHIA GAS WORKS,Municipal Owned,PA,5552,6545,5464,6416,7142,6344,5970,5986,5735,5395,4918
15462,PECO ENERGY CO,Investor Owned,PA,3053,3155,2803,3141,3303,3426,2557,2515,2350,1607,1620
15132,PAPCO INC,Privately Owned,PA,0,0,0,2,0,0,0,0,0,0,0
13620,NORTH EAST HEAT & LIGHT CO,Privately Owned,PA,44,66,53,62,40,44,29,29,36,13,15
13063,NATIONAL FUEL GAS SUPPLY CORP,Investor Owned,PA,0,1,3,11,3,5,6,10,25,3,2
13061,NATIONAL FUEL GAS DISTRIBUTION CORP,Investor Owned,PA,2064,1673,1623,1597,1842,1786,1603,1280,1441,1241,1171
7242,HERMAN OIL & GAS CO INC,Privately Owned,PA,4,7,3,3,2,2,5,4,3,5,5
4350,ELIZABETHTOWN GAS CO,Investor Owned,PA,0,0,0,0,0,0,0,0,0,0,0
2600,COLUMBIA GAS OF PENNSYLVANIA,Investor Owned,PA,5375,4999,5063,4674,4970,4718,4002,3186,3142,3453,2906
2272,CHARTIERS NATURAL GAS CO INC,Investor Owned,PA,5,7,7,8,8,13,10,9,8,0,8
2236,CHAMBERSBURG GAS DEPT,Municipal Owned,PA,14,20,18,29,16,13,24,16,14,22,10
504,ANDREASSI GAS COMPANY,Privately Owned,PA,0,0,0,0,0,0,0,0,0,0,0
