,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
25,Median Number of Rooms,RI,5.3,5.3,5.3,5.3,5.3,5.3,5.2,5.3,5.3,5.3
26,Number of Rooms: 1,RI,10345,10147,10552,9899,9581,11627,13042,11364,12017,11726
27,Number of Rooms: 2,RI,14715,13094,13944,14800,11555,13032,15073,13022,12794,13379
28,Number of Rooms: 3,RI,45904,46173,45386,44131,49080,46125,50521,51855,54826,54271
29,Number of Rooms: 4,RI,86219,78370,82885,78656,78998,84487,79737,81553,76690,83502
30,Number of Rooms: 5,RI,96210,102118,95758,98914,98811,97198,98698,98625,94976,91664
31,Number of Rooms: 6,RI,81907,89700,92013,86813,88545,85493,84063,84067,86746,87153
32,Number of Rooms: 7,RI,54360,54360,49287,52922,51583,51378,50531,55147,52510,55144
33,Number of Rooms: 8,RI,34450,35937,34925,37138,33765,36130,32191,35499,38481,33320
34,Number of Rooms: 9+,RI,39306,34842,37868,38385,40712,37085,38742,37134,40113,40018
