,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,RI,13807,17000,16885,15972,14284,16847,15443,13933,15483,16484
40,Units in Structure: 1 DETACHED,RI,252187,251987,254889,257543,252545,249761,246822,258438,259639,253203
41,Units in Structure: 10-19,RI,18839,16762,16803,15826,17676,17124,19700,18432,17457,16629
42,Units in Structure: 2,RI,54673,55281,49740,53493,52753,49852,53414,54576,49447,53827
43,Units in Structure: 20-49,RI,10730,13125,13220,13773,12865,14294,12639,15606,13550,15547
44,Units in Structure: 3-4,RI,60606,57234,59437,57164,62000,57932,55663,56054,61514,59242
45,Units in Structure: 5-9,RI,26224,24654,22248,21922,23696,25407,28802,21729,20972,21731
46,Units in Structure: 50+,RI,22621,24126,24725,20275,22242,25993,25540,24355,25978,29486
47,"Units in Structure: Boat,RV,Van,Etc.",RI,71,46,149,476,634,269,94,238,240,89
48,Units in Structure: Mobile Home,RI,3658,4526,4522,5214,3935,5076,4481,4905,4873,3939
