,State,County,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,MN,Aitkin,All Sectors,Ammonia,CAP,4485.559867685893,TON
1,MN,Aitkin,All Sectors,Carbon Monoxide,CAP,97789.45355748541,TON
2,MN,Aitkin,All Sectors,Nitrogen Oxides,CAP,2678.461590910699,TON
3,MN,Aitkin,All Sectors,PM10 Primary (Filt + Cond),CAP,11245.241743686443,TON
4,MN,Aitkin,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2868.377618651097,TON
5,MN,Aitkin,All Sectors,Sulfur Dioxide,CAP,815.845626609799,TON
6,MN,Aitkin,All Sectors,Volatile Organic Compounds,CAP,13512.158913250423,TON
7,MN,Aitkin,All Sectors,Carbon Dioxide,GHG,1180474.889895859,TON
8,MN,Aitkin,All Sectors,Methane,GHG,535.6298406421471,TON
9,MN,Aitkin,All Sectors,Nitrous Oxide,GHG,23.001916823760002,TON
10,MN,Anoka,All Sectors,Ammonia,CAP,4485.559867685893,TON
11,MN,Anoka,All Sectors,Carbon Monoxide,CAP,97789.45355748541,TON
12,MN,Anoka,All Sectors,Nitrogen Oxides,CAP,2678.461590910699,TON
13,MN,Anoka,All Sectors,PM10 Primary (Filt + Cond),CAP,11245.241743686443,TON
14,MN,Anoka,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2868.377618651097,TON
15,MN,Anoka,All Sectors,Sulfur Dioxide,CAP,815.845626609799,TON
16,MN,Anoka,All Sectors,Volatile Organic Compounds,CAP,13512.158913250423,TON
17,MN,Anoka,All Sectors,Carbon Dioxide,GHG,1180474.889895859,TON
18,MN,Anoka,All Sectors,Methane,GHG,535.6298406421471,TON
19,MN,Anoka,All Sectors,Nitrous Oxide,GHG,23.001916823760002,TON
20,MN,Becker,All Sectors,Ammonia,CAP,4485.559867685893,TON
21,MN,Becker,All Sectors,Carbon Monoxide,CAP,97789.45355748541,TON
22,MN,Becker,All Sectors,Nitrogen Oxides,CAP,2678.461590910699,TON
23,MN,Becker,All Sectors,PM10 Primary (Filt + Cond),CAP,11245.241743686443,TON
24,MN,Becker,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2868.377618651097,TON
25,MN,Becker,All Sectors,Sulfur Dioxide,CAP,815.845626609799,TON
26,MN,Becker,All Sectors,Volatile Organic Compounds,CAP,13512.158913250423,TON
27,MN,Beltrami,All Sectors,Ammonia,CAP,4485.559867685893,TON
28,MN,Beltrami,All Sectors,Carbon Monoxide,CAP,97789.45355748541,TON
29,MN,Beltrami,All Sectors,Nitrogen Oxides,CAP,2678.461590910699,TON
30,MN,Beltrami,All Sectors,PM10 Primary (Filt + Cond),CAP,11245.241743686443,TON
31,MN,Beltrami,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2868.377618651097,TON
32,MN,Beltrami,All Sectors,Sulfur Dioxide,CAP,815.845626609799,TON
33,MN,Beltrami,All Sectors,Volatile Organic Compounds,CAP,13512.158913250423,TON
34,MN,Beltrami,All Sectors,Carbon Dioxide,GHG,1180474.889895859,TON
35,MN,Beltrami,All Sectors,Methane,GHG,535.6298406421471,TON
36,MN,Beltrami,All Sectors,Nitrous Oxide,GHG,23.001916823760002,TON
37,MN,Benton,All Sectors,Ammonia,CAP,4485.559867685893,TON
38,MN,Benton,All Sectors,Carbon Monoxide,CAP,97789.45355748541,TON
39,MN,Benton,All Sectors,Nitrogen Oxides,CAP,2678.461590910699,TON
40,MN,Benton,All Sectors,PM10 Primary (Filt + Cond),CAP,11245.241743686443,TON
41,MN,Benton,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2868.377618651097,TON
42,MN,Benton,All Sectors,Sulfur Dioxide,CAP,815.845626609799,TON
43,MN,Benton,All Sectors,Volatile Organic Compounds,CAP,13512.158913250423,TON
44,MN,Benton,All Sectors,Carbon Dioxide,GHG,1180474.889895859,TON
45,MN,Benton,All Sectors,Methane,GHG,535.6298406421471,TON
46,MN,Benton,All Sectors,Nitrous Oxide,GHG,23.001916823760002,TON
47,MN,Big Stone,All Sectors,Ammonia,CAP,4485.559867685893,TON
48,MN,Big Stone,All Sectors,Carbon Monoxide,CAP,97789.45355748541,TON
49,MN,Big Stone,All Sectors,Nitrogen Oxides,CAP,2678.461590910699,TON
50,MN,Big Stone,All Sectors,PM10 Primary (Filt + Cond),CAP,11245.241743686443,TON
51,MN,Big Stone,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2868.377618651097,TON
52,MN,Big Stone,All Sectors,Sulfur Dioxide,CAP,815.845626609799,TON
53,MN,Big Stone,All Sectors,Volatile Organic Compounds,CAP,13512.158913250423,TON
54,MN,Big Stone,All Sectors,Carbon Dioxide,GHG,1180474.889895859,TON
55,MN,Big Stone,All Sectors,Methane,GHG,535.6298406421471,TON
56,MN,Big Stone,All Sectors,Nitrous Oxide,GHG,23.001916823760002,TON
57,MN,Blue Earth,All Sectors,Ammonia,CAP,4485.559867685893,TON
58,MN,Blue Earth,All Sectors,Carbon Monoxide,CAP,97789.45355748541,TON
59,MN,Blue Earth,All Sectors,Nitrogen Oxides,CAP,2678.461590910699,TON
60,MN,Blue Earth,All Sectors,PM10 Primary (Filt + Cond),CAP,11245.241743686443,TON
61,MN,Blue Earth,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2868.377618651097,TON
62,MN,Blue Earth,All Sectors,Sulfur Dioxide,CAP,815.845626609799,TON
63,MN,Blue Earth,All Sectors,Volatile Organic Compounds,CAP,13512.158913250423,TON
64,MN,Brown,All Sectors,Ammonia,CAP,4485.559867685893,TON
65,MN,Brown,All Sectors,Carbon Monoxide,CAP,97789.45355748541,TON
66,MN,Brown,All Sectors,Nitrogen Oxides,CAP,2678.461590910699,TON
67,MN,Brown,All Sectors,PM10 Primary (Filt + Cond),CAP,11245.241743686443,TON
68,MN,Brown,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2868.377618651097,TON
